Ticket_ID,Subject,Description,Category,Priority,Sentiment,Timestamp
416,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Medium,Negative,2025-06-10
417,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Low,Positive,2026-02-06
418,profile update,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-08-23
419,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-12-20
420,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2026-01-25
421,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-04-13
422,billing issue,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,High,Neutral,2025-12-02
423,app not working,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Negative,2026-03-22
424,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,High,Negative,2025-05-07
425,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,High,Negative,2025-11-24
426,Keyboard shortcuts for power users,"As a frequent user I'd love keyboard shortcuts for common actions. For example Ctrl+N for new, Ctrl+S for save. Would save a lot of time.",Feature Request,Medium,Positive,2025-03-26
427,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Neutral,2025-12-25
428,Dashboard showing wrong data,The analytics dashboard is showing last month's data even though it's a new month. I've refreshed multiple times and logged out and back in.,Technical Issue,High,Neutral,2025-02-10
429,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Neutral,2025-02-28
430,Add dark mode,It would be great if you could add a dark mode option to the app. Especially useful for night-time usage and also saves battery on OLED screens.,Feature Request,Low,Positive,2026-03-26
431,found a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Low,Positive,2025-01-28
432,Remember filter preferences,Can you make the app remember my last used filters and sort options? I use the same filters every session and it's tedious to reapply them.,Feature Request,Medium,Neutral,2025-04-26
433,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-06-09
434,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-12-12
435,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Positive,2025-12-02
436,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-06-17
437,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Neutral,2025-11-02
438,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Negative,2025-10-01
439,enhancement request,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2026-02-06
440,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Neutral,2025-03-19
441,technical problem,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-08-09
442,subscription charge,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2025-11-03
443,enhancement request,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Neutral,2025-11-09
444,profile update,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Neutral,2025-10-04
445,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Neutral,2025-06-23
446,Share button not working,The 'Share' button on product pages does nothing when tapped on iOS. I'm on iPhone 14 with the latest iOS version.,Bug Report,Low,Neutral,2026-01-26
447,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-01-26
448,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Low,Positive,2025-05-21
449,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-06-28
450,Keyboard shortcuts for power users,"As a frequent user I'd love keyboard shortcuts for common actions. For example Ctrl+N for new, Ctrl+S for save. Would save a lot of time.",Feature Request,Low,Positive,2025-09-28
451,found a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Medium,Neutral,2026-03-11
452,unexpected behavior,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Low,Positive,2025-08-21
453,password issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Low,Positive,2026-03-20
454,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Neutral,2026-01-26
455,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Low,Positive,2025-02-19
456,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Negative,2026-01-14
457,new feature idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2025-06-06
458,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Positive,2025-05-07
459,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Neutral,2025-06-06
460,found a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-11-20
461,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2025-10-21
462,API returning 500 errors,Your API started returning 500 Internal Server Error responses since this morning. Our integration was working perfectly yesterday. Please advise.,Technical Issue,Medium,Negative,2025-05-17
463,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2026-03-03
464,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Negative,2025-04-17
465,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Negative,2025-12-14
466,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2026-01-04
467,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Positive,2025-06-15
468,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Positive,2025-12-27
469,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2025-04-03
470,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Negative,2025-08-16
471,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2026-03-19
472,found a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2026-03-02
473,Account showing someone else's orders,When I log in I can see what appears to be another customer's order history mixed with mine. This is a serious privacy concern.,Account Management,High,Negative,2025-05-16
474,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Low,Neutral,2026-01-18
475,Show estimated delivery date,Please display an estimated delivery date on the product page before checkout. It would help customers decide whether to order.,Feature Request,Medium,Positive,2025-07-11
476,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,High,Negative,2025-08-30
477,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-05-20
478,account issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Negative,2025-09-30
479,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Neutral,2025-09-15
480,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Positive,2025-06-05
481,login problem,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Positive,2026-01-28
482,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Low,Positive,2025-06-19
483,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Neutral,2025-06-10
484,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Negative,2025-09-03
485,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Positive,2026-01-16
486,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Neutral,2026-01-22
487,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Negative,2025-10-26
488,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2026-03-27
489,Search not returning results,The search bar returns no results even when I type exact product names. I know the products exist because I can find them by browsing categories.,Technical Issue,Medium,Neutral,2025-01-24
490,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2025-08-01
491,Discount code not applying,I have a valid discount code SAVE20 but when I enter it at checkout the system says 'invalid code'. The code was sent to me in an official email.,Bug Report,High,Negative,2025-07-15
492,something is broken,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-02-22
493,profile shows old subscription details,My profile page still shows my old expired subscription from 6 months ago. I'm currently on the new plan but it's not reflected in my account details.,Account Management,Low,Neutral,2025-04-15
494,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Low,Positive,2025-11-17
495,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-03-04
496,Username already taken after account deletion,I deleted my old account 6 months ago but when I try to recreate it with the same username it says it's taken. Can you release that username?,Account Management,High,Neutral,2025-07-05
497,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2025-11-30
498,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-12-21
499,Slow performance after update,The app has become noticeably slow since the last update. Pages that used to load in 1 second now take 8–10 seconds. This is affecting my work.,Technical Issue,Medium,Negative,2025-11-22
500,error on page,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Neutral,2026-02-09
501,please add this,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-05-02
502,payment failed during login,I tried logging in but after entering my password I got redirected to a failed payment screen. My account seems locked and I can't check my order status.,Technical Issue,Medium,Negative,2025-07-15
503,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Neutral,2026-01-26
504,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-07-10
505,duplicate charge after cart bug,My cart showed the same item twice when I checked out. I only wanted one but got charged for two. I think it's a bug but I also need a refund.,Bug Report,High,Negative,2025-06-03
506,Login page not loading,I can't access the login page on Chrome. It just shows a blank white screen. I've tried clearing cache and using incognito mode — same issue.,Technical Issue,High,Negative,2026-02-18
507,Username already taken after account deletion,I deleted my old account 6 months ago but when I try to recreate it with the same username it says it's taken. Can you release that username?,Account Management,High,Neutral,2025-10-26
508,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Medium,Neutral,2025-08-29
509,billing issue,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2025-04-13
510,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Neutral,2025-11-24
511,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Positive,2025-01-29
512,please add this,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Neutral,2026-02-22
513,found a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Negative,2025-03-23
514,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Low,Positive,2025-08-26
515,otp arrives but code invalid,I get the OTP SMS within seconds but when I enter it the app says 'invalid OTP'. I've tried 5 times and each new OTP also fails immediately.,Technical Issue,Medium,Negative,2025-03-10
516,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Neutral,2025-07-25
517,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-08-22
518,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Low,Positive,2025-08-14
519,new feature idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Low,Positive,2025-08-15
520,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Low,Positive,2026-03-31
521,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Medium,Positive,2026-02-10
522,profile update,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2025-12-10
523,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-12-07
524,Add UPI as payment option,Please add UPI as a payment method. Many Indian customers prefer UPI and it would increase conversions. Google Pay and PhonePe support would be great.,Feature Request,Low,Positive,2025-01-11
525,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2026-02-01
526,Wrong product image shown,The product images for 'Blue Wireless Headphones' are showing images of a completely different product. Customers might order the wrong item.,Bug Report,Low,Neutral,2025-10-11
527,Duplicate orders being created,I placed one order but received two order confirmation emails with different order numbers. Please cancel the duplicate before it ships.,Bug Report,High,Negative,2026-01-05
528,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-06-01
529,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2026-03-22
530,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Neutral,2026-02-08
531,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2026-03-18
532,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,High,Neutral,2026-03-13
533,my request from last month still open,I submitted a feature request a month ago and got a ticket number but no update since then. Can someone tell me the status? Ticket ref: #44219.,Feature Request,High,Neutral,2025-05-04
534,improvement idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Neutral,2025-02-09
535,invoice error,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Low,Neutral,2025-07-11
536,billing issue,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Medium,Neutral,2026-01-11
537,Subscription plan confusion,I upgraded my plan last week but I'm still being charged the old amount. Is there a processing delay or was the upgrade not applied correctly?,Billing Inquiry,Medium,Neutral,2025-10-15
538,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-08-30
539,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Negative,2026-01-13
540,technical problem,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Negative,2025-02-17
541,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,High,Negative,2025-02-04
542,unexpected behavior,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,High,Negative,2025-11-10
543,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Low,Positive,2025-07-09
544,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2025-10-08
545,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2025-03-13
546,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-02-11
547,enhancement request,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Medium,Negative,2025-03-15
548,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-07-08
549,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,High,Neutral,2025-03-08
550,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Neutral,2025-04-13
551,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2026-02-08
552,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-02-24
553,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-10-04
554,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-07-12
555,Invoice missing GST details,My invoice doesn't have the GST number on it. I need this for my company reimbursement. Can you please send a corrected invoice?,Billing Inquiry,High,Neutral,2025-01-17
556,Comparison feature for products,"It would be useful to compare two or three products side by side — specifications, price, ratings. Similar to what Flipkart has.",Feature Request,Medium,Positive,2025-04-23
557,Profile picture not updating,I've tried uploading a new profile picture four times but it keeps showing the old one. I've tried both JPEG and PNG formats under 1MB.,Account Management,Low,Neutral,2025-07-25
558,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,Medium,Positive,2026-03-08
559,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Neutral,2025-11-02
560,Allow sub-accounts for teams,Our team needs separate logins under one company account with different permission levels. Right now everyone shares one login which is not secure.,Feature Request,Medium,Neutral,2025-10-04
561,login problem,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,Low,Positive,2025-09-03
562,Refund not received,I cancelled my order 10 days ago and was told the refund would arrive in 5–7 business days. I still haven't received it. Order ID: #78432.,Billing Inquiry,Medium,Negative,2026-01-15
563,Page timing out,The checkout page times out every time I try to place an order. I've tried on three different browsers and also on mobile. Other pages work fine.,Technical Issue,High,Negative,2025-11-22
564,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Medium,Neutral,2025-10-20
565,Merged duplicate accounts,I accidentally created two accounts with different emails. I'd like to merge them so my purchase history is in one place. Is this possible?,Account Management,High,Neutral,2025-07-22
566,OTP not being received,I'm not receiving the OTP on my registered phone number. I've tried resending multiple times. My number is correct and I have network connectivity.,Technical Issue,Medium,Negative,2025-08-24
567,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2026-02-11
568,Can't reset password,I requested a password reset but the reset email never arrived. I've checked spam. My account has important data and I urgently need access.,Account Management,High,Negative,2025-05-19
569,subscription charge,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-08-05
570,found a bug,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Low,Neutral,2025-02-28
571,product suggestion,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,High,Negative,2025-02-05
572,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Negative,2025-08-02
573,enhancement request,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Negative,2025-12-03
574,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Low,Neutral,2025-02-07
575,Allow sub-accounts for teams,Our team needs separate logins under one company account with different permission levels. Right now everyone shares one login which is not secure.,Feature Request,Medium,Neutral,2026-01-01
576,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Negative,2025-11-25
577,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2026-03-23
578,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Positive,2025-02-07
579,app not working,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Neutral,2025-05-08
580,account access,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Neutral,2025-10-17
581,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2025-01-17
582,product suggestion,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-03-26
583,improvement idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Negative,2025-03-12
584,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2026-01-04
585,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-12-02
586,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2026-02-24
587,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-12-06
588,app not working,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,High,Negative,2025-06-08
589,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2026-03-01
590,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Negative,2025-12-03
591,technical problem,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,High,Negative,2025-05-05
592,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Neutral,2025-12-23
593,profile update,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-09-12
594,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Neutral,2025-01-05
595,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Neutral,2026-01-31
596,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-07-01
597,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Negative,2025-04-20
598,Schedule reports via email,Can you add an option to schedule weekly or monthly reports to be sent automatically to my email? Would save me time logging in just to download reports.,Feature Request,Medium,Neutral,2025-12-29
599,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,High,Negative,2025-05-14
600,unexpected behavior,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Medium,Neutral,2025-05-25
601,billing issue,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Low,Positive,2026-01-01
602,found a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-06-16
603,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2026-02-03
604,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-06-24
605,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2025-09-29
606,Cashback not credited,I was supposed to receive ₹200 cashback after my first purchase but it's been 2 weeks and nothing has shown up in my wallet.,Billing Inquiry,Medium,Neutral,2025-08-18
607,Remember filter preferences,Can you make the app remember my last used filters and sort options? I use the same filters every session and it's tedious to reapply them.,Feature Request,High,Neutral,2025-03-03
608,product suggestion,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2025-05-29
609,app not working,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,High,Negative,2025-01-13
610,subscription charge,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Medium,Positive,2025-12-08
611,Two-factor auth broken,After enabling 2FA my account got locked. The authenticator app code doesn't work and the backup codes are also not being accepted.,Technical Issue,High,Negative,2025-07-14
612,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Negative,2025-04-08
613,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,High,Negative,2025-12-23
614,account deactivated without notice,I tried logging in today and got a message saying my account is deactivated. I did not request this. I have an active subscription that I paid for.,Account Management,Medium,Negative,2025-03-15
