Ticket_ID,Subject,Description,Category,text
368,error on page,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,error on page video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
369,billing issue,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,billing issue my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
370,login problem,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,login problem my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
371,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,glitch in app when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
372,unexpected behavior,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,unexpected behavior the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
373,payment problem,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,payment problem i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
374,Email address change not working,"I'm trying to update my registered email address but after I click the confirmation link in the new email, it says 'link expired'. I've tried this twice.",Account Management,"email address change not working i'm trying to update my registered email address but after i click the confirmation link in the new email, it says 'link expired'. i've tried this twice."
375,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,login problem someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
376,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
377,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
378,Subscription not showing on account,I purchased a premium subscription yesterday but my account still shows the free plan. The payment was confirmed by my bank.,Account Management,subscription not showing on account i purchased a premium subscription yesterday but my account still shows the free plan. the payment was confirmed by my bank.
379,payment problem,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,payment problem i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
380,invoice for cancelled order,I received an invoice for an order I cancelled before it was processed. I was not charged thankfully but having an invoice for a cancelled order is confusing.,Billing Inquiry,invoice for cancelled order i received an invoice for an order i cancelled before it was processed. i was not charged thankfully but having an invoice for a cancelled order is confusing.
381,Add dark mode,It would be great if you could add a dark mode option to the app. Especially useful for night-time usage and also saves battery on OLED screens.,Feature Request,add dark mode it would be great if you could add a dark mode option to the app. especially useful for night-time usage and also saves battery on oled screens.
382,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,glitch in app the 'recently viewed' section shows products i have never visited. it seems to be showing someone else's browsing history.
383,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,profile update i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
384,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,reporting a bug the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
385,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,payment problem my promotional discount was supposed to apply for 3 months but it stopped after the first month. the original offer was for 3 months.
386,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account access my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
387,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,product suggestion could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
388,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,technical problem video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
389,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account access my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
390,feature broken,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,feature broken the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
391,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,something is broken the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
392,profile update,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,profile update someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
393,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,payment problem my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
394,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,glitch in app the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
395,slow app affecting my billing cycle,The app has been so slow that I couldn't complete my plan renewal before the deadline. Now I've been downgraded. Please restore my plan and look into the slowness.,Technical Issue,slow app affecting my billing cycle the app has been so slow that i couldn't complete my plan renewal before the deadline. now i've been downgraded. please restore my plan and look into the slowness.
396,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,glitch in app when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
397,refund request,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,refund request my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
398,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,cannot load the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
399,please add this,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,please add this it would be helpful to have a 'reorder' button on past orders so i can quickly repurchase the same items without searching again.
400,error on page,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,error on page the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
401,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,payment problem my refund request was approved 2 weeks ago (ref #ref-2291) but the amount hasn't appeared in my account yet. please update me.
402,error on page,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,error on page i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
403,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,reporting a bug the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
404,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
405,Email notifications not arriving,I've stopped receiving email notifications for order updates. I checked my spam folder — nothing there. My email preferences are set to 'All notifications'.,Technical Issue,email notifications not arriving i've stopped receiving email notifications for order updates. i checked my spam folder — nothing there. my email preferences are set to 'all notifications'.
406,Want to delete my account,I would like to permanently delete my account and all associated data as per GDPR. Please confirm the process and how long it will take.,Account Management,want to delete my account i would like to permanently delete my account and all associated data as per gdpr. please confirm the process and how long it will take.
407,feature missing after upgrade,I upgraded to the premium plan specifically for the analytics export feature but I can't find it anywhere in my account. Was it removed or is it a bug?,Feature Request,feature missing after upgrade i upgraded to the premium plan specifically for the analytics export feature but i can't find it anywhere in my account. was it removed or is it a bug?
408,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,please add this please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
409,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,app not working i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
410,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,new feature idea could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
411,refund request,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,refund request i see a charge labelled 'pro_upgrade' on my statement but i never upgraded my plan. please investigate this unauthorized charge.
412,notifications for wrong account,I'm receiving order update notifications for orders that are not mine. This seems like a serious data leak — I can see another user's order details.,Bug Report,notifications for wrong account i'm receiving order update notifications for orders that are not mine. this seems like a serious data leak — i can see another user's order details.
413,Wrong amount deducted,The amount deducted from my account was ₹899 but my plan costs ₹499. I have attached my bank screenshot. Please look into this urgently.,Billing Inquiry,wrong amount deducted the amount deducted from my account was ₹899 but my plan costs ₹499. i have attached my bank screenshot. please look into this urgently.
414,cannot load,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,cannot load video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
415,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,login problem i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
416,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,cannot load the search filters on the product listing page are not responding. i click 'apply filters' and the page just reloads with all products unfiltered.
417,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,cannot load on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
418,profile update,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,profile update someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
419,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,glitch in app the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
420,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
421,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,cannot load i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
422,billing issue,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,billing issue i see a charge labelled 'pro_upgrade' on my statement but i never upgraded my plan. please investigate this unauthorized charge.
423,app not working,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,app not working video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
424,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,password issue i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
425,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,account issue i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
426,Keyboard shortcuts for power users,"As a frequent user I'd love keyboard shortcuts for common actions. For example Ctrl+N for new, Ctrl+S for save. Would save a lot of time.",Feature Request,"keyboard shortcuts for power users as a frequent user i'd love keyboard shortcuts for common actions. for example ctrl+n for new, ctrl+s for save. would save a lot of time."
427,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,cannot load the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
428,Dashboard showing wrong data,The analytics dashboard is showing last month's data even though it's a new month. I've refreshed multiple times and logged out and back in.,Technical Issue,dashboard showing wrong data the analytics dashboard is showing last month's data even though it's a new month. i've refreshed multiple times and logged out and back in.
429,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,account issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
430,Add dark mode,It would be great if you could add a dark mode option to the app. Especially useful for night-time usage and also saves battery on OLED screens.,Feature Request,add dark mode it would be great if you could add a dark mode option to the app. especially useful for night-time usage and also saves battery on oled screens.
431,found a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,found a bug the 'recently viewed' section shows products i have never visited. it seems to be showing someone else's browsing history.
432,Remember filter preferences,Can you make the app remember my last used filters and sort options? I use the same filters every session and it's tedious to reapply them.,Feature Request,remember filter preferences can you make the app remember my last used filters and sort options? i use the same filters every session and it's tedious to reapply them.
433,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,password issue my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
434,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,product suggestion a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
435,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,password issue i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
436,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,improvement idea an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
437,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,password issue my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
438,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,glitch in app when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
439,enhancement request,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,enhancement request please consider adding a wishlist feature that i can share with family for gifting occasions. many customers would find this useful.
440,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,enhancement request could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
441,technical problem,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,technical problem on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
442,subscription charge,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,subscription charge i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
443,enhancement request,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,enhancement request a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
444,profile update,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,profile update my account shows that i haven't made any purchases but i've made 5 orders in the last month. they're all missing from my order history.
445,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,login problem i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
446,Share button not working,The 'Share' button on product pages does nothing when tapped on iOS. I'm on iPhone 14 with the latest iOS version.,Bug Report,share button not working the 'share' button on product pages does nothing when tapped on ios. i'm on iphone 14 with the latest ios version.
447,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,login problem someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
448,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,app not working on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
449,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,please add this could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
450,Keyboard shortcuts for power users,"As a frequent user I'd love keyboard shortcuts for common actions. For example Ctrl+N for new, Ctrl+S for save. Would save a lot of time.",Feature Request,"keyboard shortcuts for power users as a frequent user i'd love keyboard shortcuts for common actions. for example ctrl+n for new, ctrl+s for save. would save a lot of time."
451,found a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,found a bug the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
452,unexpected behavior,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,unexpected behavior the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
453,password issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,password issue someone tried to log into my account from a different country according to the security alert i received. please help me secure my account.
454,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,product suggestion an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
455,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,refund request i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
456,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,account issue i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
457,new feature idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,new feature idea a mobile barcode scanner to look up products would be a game-changer for in-store price comparison. please consider adding this.
458,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,enhancement request could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
459,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,account issue i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
460,found a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,found a bug the 'recently viewed' section shows products i have never visited. it seems to be showing someone else's browsing history.
461,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,profile update my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
462,API returning 500 errors,Your API started returning 500 Internal Server Error responses since this morning. Our integration was working perfectly yesterday. Please advise.,Technical Issue,api returning 500 errors your api started returning 500 internal server error responses since this morning. our integration was working perfectly yesterday. please advise.
463,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,password issue my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
464,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,app not working on my tablet the layout is completely broken — all the navigation buttons are overlapping each other. works fine on my phone and desktop.
465,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,profile update i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
466,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,refund request i was charged ₹599 but the plan i selected costs ₹399. can you explain the difference and process a refund for the extra amount?
467,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,billing issue my promotional discount was supposed to apply for 3 months but it stopped after the first month. the original offer was for 3 months.
468,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,something is broken when printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.
469,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,cannot load the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
470,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,glitch in app the 'recently viewed' section shows products i have never visited. it seems to be showing someone else's browsing history.
471,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,glitch in app the 'apply coupon' button on mobile disappears behind the keyboard when i type the coupon code. i have to close the keyboard to tap it.
472,found a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,found a bug product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.
473,Account showing someone else's orders,When I log in I can see what appears to be another customer's order history mixed with mine. This is a serious privacy concern.,Account Management,account showing someone else's orders when i log in i can see what appears to be another customer's order history mixed with mine. this is a serious privacy concern.
474,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,glitch in app the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
475,Show estimated delivery date,Please display an estimated delivery date on the product page before checkout. It would help customers decide whether to order.,Feature Request,show estimated delivery date please display an estimated delivery date on the product page before checkout. it would help customers decide whether to order.
476,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,password issue i need to transfer my account to a new email address as i no longer have access to the old one. i can verify my identity with my phone number.
477,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,new feature idea it would be helpful to have a 'reorder' button on past orders so i can quickly repurchase the same items without searching again.
478,account issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,account issue my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
479,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,please add this could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
480,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,glitch in app the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
481,login problem,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,login problem my display name is showing garbled characters after i tried to use my name in a regional language. please help me fix this.
482,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,technical problem video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
483,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,payment problem my promotional discount was supposed to apply for 3 months but it stopped after the first month. the original offer was for 3 months.
484,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,improvement idea an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
485,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,enhancement request could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
486,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,refund request i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
487,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,product suggestion could you add the ability to set a monthly spending limit on the account? it would help with budgeting especially for shared team accounts.
488,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,cannot load the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
489,Search not returning results,The search bar returns no results even when I type exact product names. I know the products exist because I can find them by browsing categories.,Technical Issue,search not returning results the search bar returns no results even when i type exact product names. i know the products exist because i can find them by browsing categories.
490,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,feature broken the app keeps logging me out every few minutes even though i have 'keep me logged in' enabled. this started after last thursday's update.
491,Discount code not applying,I have a valid discount code SAVE20 but when I enter it at checkout the system says 'invalid code'. The code was sent to me in an official email.,Bug Report,discount code not applying i have a valid discount code save20 but when i enter it at checkout the system says 'invalid code'. the code was sent to me in an official email.
492,something is broken,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,something is broken the 'recently viewed' section shows products i have never visited. it seems to be showing someone else's browsing history.
493,profile shows old subscription details,My profile page still shows my old expired subscription from 6 months ago. I'm currently on the new plan but it's not reflected in my account details.,Account Management,profile shows old subscription details my profile page still shows my old expired subscription from 6 months ago. i'm currently on the new plan but it's not reflected in my account details.
494,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,reporting a bug the 'notify me' button on out-of-stock products doesn't seem to work. i signed up for notifications for 3 products weeks ago and got none.
495,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,new feature idea it would be helpful to have a 'reorder' button on past orders so i can quickly repurchase the same items without searching again.
496,Username already taken after account deletion,I deleted my old account 6 months ago but when I try to recreate it with the same username it says it's taken. Can you release that username?,Account Management,username already taken after account deletion i deleted my old account 6 months ago but when i try to recreate it with the same username it says it's taken. can you release that username?
497,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,subscription charge i need a gst-compliant invoice for my subscription payment made on 12th march. the invoice i received doesn't have the gst breakdown.
498,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,reporting a bug product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.
499,Slow performance after update,The app has become noticeably slow since the last update. Pages that used to load in 1 second now take 8–10 seconds. This is affecting my work.,Technical Issue,slow performance after update the app has become noticeably slow since the last update. pages that used to load in 1 second now take 8–10 seconds. this is affecting my work.
500,error on page,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,error on page video tutorials in the help section don't play. the player shows an error icon. this is happening on both chrome and edge on windows 11.
501,please add this,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,please add this an offline mode where i can browse my saved items and drafts without internet would be very useful when i'm travelling.
502,payment failed during login,I tried logging in but after entering my password I got redirected to a failed payment screen. My account seems locked and I can't check my order status.,Technical Issue,payment failed during login i tried logging in but after entering my password i got redirected to a failed payment screen. my account seems locked and i can't check my order status.
503,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,cannot load i can't export my data. when i click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.
504,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,unexpected behavior product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.
